ID_Veh,SpecCarMakeName,SpecCarType,SpecCarFuelType,SpecCarBodyType,FirstCarDrivingDate,SpecCarPower,groupe_tarification_vehicule,date_debut_construction,date_fin_construction,classe_tarification_vehicule,puissance_reel_vehicule,valeur_a_neuf_vehicule,categorie_commerciale_vehicule,qualification_vehicule_vert,code_type_frequence_rcm,code_type_frequence_rcc,code_type_cout_rcm,code_type_frequence_dta,code_type_cout_dta,code_type_frequence_vol,code_type_cout_vol,code_type_frequence_bdg,code_type_cout_bdg,code_vente_vehicule
AU15507,AUDI,A6,CARB,BRK,11/2005,16,14,2003,2006,J,220,48890,H1,0,11,4,9,12,14,6,13,8,12,99
AU15508,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,F,130,36690,H1,0,13,6,9,13,9,4,11,12,12,99
AU15509,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,G,130,38160,H1,0,15,6,7,13,9,4,11,12,12,99
AU15511,AUDI,A6,DIES,BRK,11/2005,10,14,2003,2006,G,163,40290,H1,0,11,5,9,13,14,6,13,12,12,99
AU15512,AUDI,A6,DIES,BRK,11/2005,10,14,2003,2006,G,163,42340,H1,0,13,6,9,14,14,6,13,12,12,99
AU15513,AUDI,A6,DIES,BRK,11/2005,12,14,2003,2006,H,180,42640,H1,0,13,6,9,14,14,6,13,12,12,99
AU15514,AUDI,A6,DIES,BRK,11/2005,12,14,2003,2006,H,180,42940,H1,0,11,5,9,13,14,7,13,12,12,99
AU15515,AUDI,A6,DIES,BRK,11/2005,12,14,2003,2006,H,180,44920,H1,0,13,6,9,14,14,7,13,12,12,99
AU15516,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,49340,H1,0,5,4,11,11,17,7,15,8,12,99
AU15517,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,G,177,37320,H1,0,11,4,9,12,14,6,12,8,12,99
AU15518,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,G,177,39620,H1,0,11,4,9,12,14,7,12,8,12,99
AU15519,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,G,177,40220,H1,0,11,4,9,12,14,7,13,8,12,99
AU15520,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2008,H,255,44240,H1,0,5,4,11,11,17,6,15,8,12,99
AU15521,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2010,H,255,46540,H1,0,5,4,11,11,17,7,15,8,12,99
AU15522,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,H,255,47140,H1,0,5,4,11,11,17,7,15,8,12,99
AU15523,AUDI,A6,DIES,BRK,11/2005,11,14,2004,2010,G,180,40150,H1,0,11,5,9,13,14,7,13,12,12,99
AU15524,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,H,225,44530,H1,0,5,5,11,12,14,7,13,12,12,99
AU15525,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,H,225,46730,H1,0,5,5,11,12,14,7,13,12,12,99
AU15526,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,G,177,40820,H1,0,11,4,9,12,14,6,13,8,12,99
AU15527,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,H,177,43120,H1,0,11,4,9,12,14,7,13,8,12,99
AU15528,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,H,177,43720,H1,0,11,4,9,12,14,7,13,8,12,99
AU15529,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2008,H,255,47740,H1,0,5,4,11,11,17,6,15,8,12,99
AU15530,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2010,J,255,50040,H1,0,5,4,11,11,17,7,15,8,12,99
AU15531,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,50640,H1,0,5,4,11,11,17,7,15,8,12,99
AU15532,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,52840,H1,0,5,4,11,11,17,7,15,8,12,99
AU15533,AUDI,A6,DIES,BRK,11/2005,11,14,2004,2010,H,180,43650,H1,0,11,5,9,13,14,7,13,12,12,99
AU15534,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,H,225,48030,H1,0,5,5,11,12,14,7,13,12,12,99
AU15535,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,J,225,50230,H1,0,5,5,11,12,15,7,13,12,12,99
AU15536,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,G,177,40820,H1,0,11,4,9,12,14,6,13,8,12,99
AU15537,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,H,177,43120,H1,0,11,4,9,12,14,7,13,8,12,99
AU15538,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,H,177,43720,H1,0,11,4,9,12,14,7,13,8,12,99
AU15539,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2008,H,255,47740,H1,0,5,4,11,11,17,6,15,8,12,99
AU15540,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2010,J,255,50040,H1,0,5,4,11,11,17,7,15,8,12,99
AU15541,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,50640,H1,0,5,4,11,11,17,7,15,8,12,99
AU15542,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,52840,H1,0,5,4,11,11,17,7,15,8,12,99
AU15543,AUDI,A6,DIES,BRK,11/2005,11,14,2004,2010,H,180,43650,H1,0,11,5,9,13,14,7,13,12,12,99
AU15544,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,H,225,48030,H1,0,5,5,11,12,14,7,13,12,12,99
AU15545,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,J,225,50230,H1,0,5,5,11,12,15,7,13,12,12,99
AU15546,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,G,177,41820,H1,0,11,4,9,12,14,6,13,8,12,99
AU15547,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,H,177,44120,H1,0,11,4,9,12,14,7,13,8,12,99
AU15548,AUDI,A6,CARB,BRK,02/2005,12,14,2004,2010,H,177,44720,H1,0,11,4,9,12,14,7,13,8,12,99
AU15549,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2008,J,255,48740,H1,0,5,4,11,11,17,6,15,8,12,99
AU15550,AUDI,A6,CARB,BRK,02/2005,17,16,2004,2010,J,255,51040,H1,0,5,4,11,11,17,7,15,8,12,99
AU15551,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,51640,H1,0,5,4,11,11,17,7,15,8,12,99
AU15552,AUDI,A6,CARB,BRK,02/2005,18,16,2004,2010,J,255,53840,H1,0,5,4,11,11,17,7,15,8,12,99
AU15553,AUDI,A6,DIES,BRK,11/2005,11,14,2004,2010,H,180,44650,H1,0,11,5,9,13,14,7,13,12,12,99
AU15554,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,J,225,49030,H1,0,5,5,11,12,14,7,13,12,12,99
AU15555,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,J,225,51230,H1,0,5,5,11,12,15,7,13,12,12,99
AU15556,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,H,177,46970,H1,0,11,4,9,12,14,6,13,8,12,99
AU15557,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,J,177,49270,H1,0,11,4,9,12,14,7,13,8,12,99
AU15558,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,J,177,49870,H1,0,11,4,9,12,14,7,13,8,12,99
AU15559,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2008,J,255,53890,H1,0,5,4,11,11,17,6,15,8,12,99
AU15560,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2010,J,255,56190,H1,0,5,4,11,11,17,7,15,8,12,99
AU15561,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,56790,H1,0,5,4,11,11,17,7,15,8,12,99
AU15562,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,J,255,58990,H1,0,5,4,11,11,17,7,15,8,12,99
AU15563,AUDI,A6,DIES,BRK,11/2005,11,14,2004,2010,J,180,49800,H1,0,11,5,9,13,14,7,13,12,12,99
AU15564,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,J,225,54180,H1,0,5,5,11,12,15,7,13,12,12,99
AU15565,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,J,225,56380,H1,0,5,5,11,12,15,7,13,12,12,99
AU15566,AUDI,A6,CARB,BRK,11/2005,24,16,2004,2007,K,335,73510,H1,0,5,4,11,11,17,7,15,8,12,99
AU15567,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,H,225,45230,H1,0,5,5,11,12,14,7,13,12,12,99
AU15568,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,H,225,47430,H1,0,5,5,11,12,14,7,13,12,12,99
AU15569,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,J,225,48730,H1,0,5,5,11,12,14,7,13,12,12,99
AU15570,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,J,225,50930,H1,0,5,5,11,12,15,7,13,12,12,99
AU15571,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,J,225,48730,H1,0,5,5,11,12,14,7,13,12,12,99
AU15572,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,J,225,50930,H1,0,5,5,11,12,15,7,13,12,12,99
AU15573,AUDI,A6,DIES,BRK,02/2005,14,14,2004,2008,J,225,49730,H1,0,5,5,11,12,14,7,13,12,12,99
AU15574,AUDI,A6,DIES,BRK,02/2005,15,14,2004,2008,J,225,51930,H1,0,5,5,11,12,15,7,13,12,12,99
AU15575,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,J,225,57080,H1,0,5,5,11,12,15,7,13,12,12,99
AU15576,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,J,225,54880,H1,0,5,5,11,12,15,7,13,12,12,99
AU15577,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,G,177,37820,H1,0,12,5,7,13,14,7,13,8,12,99
AU15578,AUDI,A6,CARB,BER,11/2005,17,16,2004,2010,H,255,44140,H1,0,7,5,11,12,17,7,15,8,12,99
AU15579,AUDI,A6,DIES,BER,11/2005,8,13,2004,2007,F,140,36280,H1,0,15,8,7,13,8,5,12,12,12,99
AU15580,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,G,225,42130,H1,0,7,6,11,13,14,8,13,12,12,99
AU15581,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,G,177,41320,H1,0,12,5,7,13,14,7,13,8,12,99
AU15582,AUDI,A6,CARB,BER,11/2005,17,16,2004,2010,H,255,47640,H1,0,7,5,11,12,17,7,15,8,12,99
AU15583,AUDI,A6,DIES,BER,11/2005,8,13,2004,2007,G,140,39781,H1,0,15,8,7,13,8,5,12,12,12,99
AU15584,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,H,225,45630,H1,0,7,6,11,13,14,8,13,12,12,99
AU15585,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,G,177,41320,H1,0,12,5,7,13,14,7,13,8,12,99
AU15586,AUDI,A6,CARB,BER,11/2005,17,16,2004,2010,H,255,47640,H1,0,7,5,11,12,17,7,15,8,12,99
AU15587,AUDI,A6,DIES,BER,11/2005,8,13,2004,2007,G,140,39781,H1,0,15,8,7,13,8,5,12,12,12,99
AU15588,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,H,225,45630,H1,0,7,6,11,13,14,8,13,12,12,99
AU15589,AUDI,A6,DIES,BER,02/2005,8,13,2004,2007,G,140,40780,H1,0,15,8,7,13,8,5,13,12,12,99
AU15590,AUDI,A6,CARB,BER,02/2005,12,14,2004,2010,G,177,42320,H1,0,12,5,7,13,14,7,13,8,12,99
AU15591,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,H,225,46630,H1,0,7,6,11,13,14,8,13,12,12,99
AU15592,AUDI,A6,CARB,BER,02/2005,17,16,2004,2010,9,255,48640,H1,0,7,5,11,12,17,7,15,8,12,99
AU15593,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,H,177,47470,H1,0,12,5,7,13,14,7,13,8,12,99
AU15594,AUDI,A6,CARB,BER,11/2005,17,16,2004,2010,9,255,53790,H1,0,7,5,11,12,17,7,15,8,12,99
AU15595,AUDI,A6,DIES,BER,11/2005,8,13,2004,2007,H,140,45930,H1,0,15,8,7,13,8,5,13,12,12,99
AU15596,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,9,225,51780,H1,0,7,6,11,13,15,8,15,12,12,99
AU15597,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,G,177,41720,H1,0,12,5,7,13,14,7,13,8,12,99
AU15598,AUDI,A6,CARB,BER,11/2005,18,16,2004,2010,9,255,49240,H1,0,7,5,11,12,17,7,15,8,12,99
AU15599,AUDI,A6,DIES,BER,11/2005,8,13,2004,2010,G,140,38480,H1,0,15,8,7,13,8,5,12,12,12,99
AU15600,AUDI,A6,DIES,BER,11/2005,11,14,2004,2010,G,180,42250,H1,0,12,6,7,13,14,7,13,12,12,99
AU15601,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,H,225,42830,H1,0,7,6,11,13,14,8,13,12,12,99
AU15602,AUDI,A6,DIES,BER,11/2005,15,14,2004,2008,H,225,45030,H1,0,7,6,11,13,14,8,13,12,12,99
AU15603,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,H,225,46330,H1,0,7,6,11,13,14,8,13,12,12,99
AU15604,AUDI,A6,DIES,BER,11/2005,15,14,2004,2008,9,225,48530,H1,0,7,6,11,13,14,8,13,12,12,99
AU15605,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,H,225,46330,H1,0,7,6,11,13,14,8,13,12,12,99
AU15606,AUDI,A6,DIES,BER,11/2005,15,14,2004,2008,9,225,48530,H1,0,7,6,11,13,14,8,13,12,12,99
AU15607,AUDI,A6,DIES,BER,02/2005,14,14,2004,2008,H,225,47330,H1,0,7,6,11,13,14,8,13,12,12,99
AU15608,AUDI,A6,DIES,BER,02/2005,15,14,2004,2008,9,225,49530,H1,0,7,6,11,13,14,8,13,12,12,99
AU15609,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,9,225,52480,H1,0,7,6,11,13,15,8,15,12,12,99
AU15610,AUDI,A6,DIES,BER,11/2005,15,14,2004,2008,9,225,54680,H1,0,7,6,11,13,15,8,15,12,12,99
AU15611,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,G,177,39420,H1,0,12,5,7,13,14,7,13,8,12,99
AU15612,AUDI,A6,CARB,BER,11/2005,17,16,2004,2008,H,255,46340,H1,0,7,5,11,12,17,7,15,8,12,99
AU15613,AUDI,A6,CARB,BER,02/2005,18,16,2004,2010,9,255,51440,H1,0,7,5,11,12,17,8,15,8,12,99
AU15614,AUDI,A6,DIES,BER,11/2005,15,14,2004,2008,9,225,48830,H1,0,7,6,11,13,14,8,13,12,12,99
AU15615,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,H,177,48620,H1,0,12,5,7,13,14,7,13,8,12,99
AU15616,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,9,177,50920,H1,0,12,5,7,13,15,7,15,8,12,99
AU15617,AUDI,A6,CARB,BER,11/2005,12,14,2004,2010,9,177,51520,H1,0,12,5,7,13,15,7,15,8,12,99
AU15618,AUDI,A6,CARB,BER,11/2005,13,14,2004,2008,9,177,51520,H1,0,12,5,7,13,15,7,15,8,12,99
AU15619,AUDI,A6,CARB,BER,11/2005,17,16,2004,2008,9,255,55240,H1,0,7,5,11,12,17,7,15,8,12,99
AU15620,AUDI,A6,CARB,BER,11/2005,17,16,2004,2010,9,255,57540,H1,0,7,5,11,12,17,7,15,8,12,99
AU15621,AUDI,A6,CARB,BER,11/2005,18,16,2004,2010,9,255,58140,H1,0,7,5,11,12,17,7,15,8,12,99
AU15622,AUDI,A6,CARB,BER,11/2005,18,16,2004,2010,K,255,60340,H1,0,7,5,11,12,17,8,16,8,12,99
AU15623,AUDI,A6,CARB,BER,02/2005,24,16,2004,2008,K,335,74860,H1,0,7,5,11,12,17,8,16,8,12,99
AU15624,AUDI,A6,CARB,BER,02/2005,25,16,2004,2008,K,335,74860,H1,0,7,5,11,12,17,8,16,8,12,99
AU15625,AUDI,A6,DIES,BER,11/2005,11,14,2004,2010,9,180,51150,H1,0,12,6,7,13,15,7,15,12,12,99
AU15626,AUDI,A6,DIES,BER,11/2005,14,14,2004,2008,9,225,55530,H1,0,7,6,11,13,15,8,15,12,12,99
AU15627,AUDI,A6,DIES,BER,11/2005,15,14,2004,2008,9,225,57730,H1,0,7,6,11,13,15,8,15,12,12,99
AU15628,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,9,177,51020,H1,0,11,4,9,12,15,6,13,8,12,99
AU15629,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,9,177,53320,H1,0,11,4,9,12,15,7,13,8,12,99
AU15630,AUDI,A6,CARB,BRK,11/2005,12,14,2004,2010,9,177,53920,H1,0,11,4,9,12,15,7,13,8,12,99
AU15631,AUDI,A6,CARB,BRK,11/2005,13,14,2004,2008,9,177,53920,H1,0,11,4,9,12,15,7,13,8,12,99
AU15632,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2008,9,255,57640,H1,0,5,4,11,11,17,6,15,8,12,99
AU15633,AUDI,A6,CARB,BRK,11/2005,17,16,2004,2010,9,255,59940,H1,0,5,4,11,11,17,7,15,8,12,99
AU15634,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,K,255,60540,H1,0,5,4,11,11,17,7,15,8,12,99
AU15635,AUDI,A6,CARB,BRK,11/2005,18,16,2004,2010,K,255,62740,H1,0,5,4,11,11,17,7,15,8,12,99
AU15636,AUDI,A6,CARB,BRK,02/2005,24,16,2004,2007,L,335,77260,H1,0,5,4,11,11,18,7,16,8,12,99
AU15637,AUDI,A6,CARB,BRK,02/2005,25,16,2004,2008,L,335,77260,H1,0,5,4,11,11,18,7,16,8,12,99
AU15638,AUDI,A6,DIES,BRK,11/2005,11,14,2004,2010,9,180,53550,H1,0,11,5,9,13,15,7,13,12,12,99
AU15639,AUDI,A6,DIES,BRK,11/2005,14,14,2004,2008,9,225,57930,H1,0,5,5,11,12,15,7,13,12,12,99
AU15640,AUDI,A6,DIES,BRK,11/2005,15,14,2004,2008,K,225,60130,H1,0,5,5,11,12,15,7,15,12,12,99
AU15641,AUDI,A6,CARB,BER,11/2005,10,14,2004,2010,F,170,33710,H1,0,12,5,7,13,14,7,13,8,12,99
AU15642,AUDI,A6,CARB,BER,11/2005,10,14,2004,2010,F,170,37210,H1,0,12,5,7,13,14,7,13,8,12,99
AU15643,AUDI,A6,CARB,BER,11/2005,10,14,2004,2010,F,170,37310,H1,0,12,5,7,13,14,7,13,8,12,99
AU15644,AUDI,A6,CARB,BER,02/2005,10,14,2004,2010,G,170,38210,H1,0,12,5,7,13,14,7,13,8,12,99
AU15645,AUDI,A6,CARB,BER,11/2005,10,14,2004,2010,G,170,43360,H1,0,12,5,7,13,14,7,13,8,12,99
AU15646,AUDI,A6,CARB,BER,11/2005,10,14,2004,2010,H,170,47110,H1,0,12,5,7,13,14,7,13,8,12,99
AU15647,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,F,170,33710,H1,0,12,5,7,13,14,7,13,8,12,99
AU15648,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,F,170,36010,H1,0,12,5,7,13,14,7,13,8,12,99
AU15649,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,F,170,37210,H1,0,12,5,7,13,14,7,13,8,12,99
AU15650,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,G,170,39510,H1,0,12,5,7,13,14,7,13,8,12,99
AU15651,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,F,170,37310,H1,0,12,5,7,13,14,7,13,8,12,99
AU15652,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,G,170,39610,H1,0,12,5,7,13,14,7,13,8,12,99
AU15653,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,G,170,38210,H1,0,12,5,7,13,14,7,13,8,12,99
AU15654,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,G,170,40510,H1,0,12,5,7,13,14,7,13,8,12,99
AU15655,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,G,170,43360,H1,0,12,5,7,13,14,7,13,8,12,99
AU15656,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,H,170,45660,H1,0,12,5,7,13,14,7,13,8,12,99
AU15657,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,H,170,47110,H1,0,12,5,7,13,14,7,13,8,12,99
AU15658,AUDI,A6,CARB,BER,11/2005,11,14,2004,2007,9,170,49410,H1,0,12,5,7,13,14,7,13,8,12,99
AU15659,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,F,170,36110,H1,0,11,4,9,12,14,6,12,8,12,99
AU15660,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,G,170,38410,H1,0,13,5,9,13,14,7,12,8,12,99
AU15661,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,G,170,39610,H1,0,11,4,9,12,14,6,12,8,12,99
AU15662,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,G,170,41910,H1,0,13,5,9,13,14,7,13,8,12,99
AU15663,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,G,170,39710,H1,0,11,4,9,12,14,6,12,8,12,99
AU15664,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,G,170,42010,H1,0,13,5,9,13,14,7,13,8,12,99
AU15665,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,G,170,40610,H1,0,11,4,9,12,14,6,13,8,12,99
AU15666,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,G,170,42910,H1,0,13,5,9,13,14,7,13,8,12,99
AU15667,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,H,170,45760,H1,0,11,4,9,12,14,6,13,8,12,99
AU15668,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,H,170,48060,H1,0,13,5,9,13,14,7,13,8,12,99
AU15669,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,9,170,49510,H1,0,11,4,9,12,14,6,13,8,12,99
AU15670,AUDI,A6,CARB,BRK,11/2005,11,14,2004,2010,9,170,51810,H1,0,13,5,9,13,15,7,13,8,12,99
AU15671,AUDI,A6,DIES,BER,11/2005,12,14,2004,2010,G,180,42850,H1,0,12,6,7,13,14,8,13,12,12,99
AU15672,AUDI,A6,DIES,BRK,11/2005,12,14,2004,2010,H,180,45250,H1,0,11,5,9,13,14,7,13,12,12,99
AU15673,AUDI,A6,DIES,BRK,11/2005,8,13,2004,2010,F,140,36380,H1,0,13,6,9,13,8,4,11,12,12,99
AU15674,AUDI,A6,DIES,BER,11/2005,12,14,2004,2010,H,180,46350,H1,0,12,6,7,13,14,8,13,12,12,99
AU15675,AUDI,A6,DIES,BRK,11/2005,8,13,2004,2010,G,140,39880,H1,0,13,6,9,13,8,4,11,12,12,99
AU15676,AUDI,A6,DIES,BRK,11/2005,12,14,2004,2010,H,180,48750,H1,0,11,5,9,13,14,7,13,12,12,99
AU15677,AUDI,A6,DIES,BER,11/2005,12,14,2004,2010,H,180,46450,H1,0,12,6,7,13,14,8,13,12,12,99
AU15678,AUDI,A6,DIES,BRK,11/2005,8,13,2004,2010,G,140,39980,H1,0,13,6,9,13,8,4,11,12,12,99
AU15679,AUDI,A6,DIES,BRK,11/2005,12,14,2004,2010,H,180,48850,H1,0,11,5,9,13,14,7,13,12,12,99
AU15680,AUDI,A6,DIES,BER,02/2005,12,14,2004,2010,H,180,47350,H1,0,12,6,7,13,14,8,13,12,12,99
AU15681,AUDI,A6,DIES,BRK,02/2005,8,13,2004,2010,G,140,40880,H1,0,13,6,9,13,8,4,12,12,12,99
AU15682,AUDI,A6,DIES,BRK,02/2005,12,14,2004,2010,9,180,49750,H1,0,11,5,9,13,14,7,13,12,12,99
AU15683,AUDI,A6,DIES,BER,11/2005,12,14,2004,2010,9,180,52500,H1,0,12,6,7,13,15,8,15,12,12,99
AU15684,AUDI,A6,DIES,BRK,11/2005,8,13,2004,2010,H,140,46030,H1,0,13,6,9,13,8,4,12,12,12,99
AU15685,AUDI,A6,DIES,BRK,11/2005,12,14,2004,2010,9,180,54900,H1,0,11,5,9,13,15,7,13,12,12,99
AU15686,AUDI,A6,DIES,BER,11/2005,12,14,2004,2010,9,180,56250,H1,0,12,6,7,13,15,8,15,12,12,99
AU15687,AUDI,A6,DIES,BRK,11/2005,12,14,2004,2010,9,180,58650,H1,0,11,5,9,13,15,7,13,12,12,99
AU15688,AUDI,A6,CARB,BRK,11/2005,25,16,2005,2008,K,335,74280,H1,0,5,4,11,11,17,7,15,8,12,99
AU15689,AUDI,A6,CARB,BER,11/2005,25,16,2005,2008,K,335,71880,H1,0,7,5,11,12,17,8,16,8,12,99
AU15690,AUDI,A6,CARB,BER,11/2005,13,14,2005,2008,G,177,38540,H1,0,12,5,7,13,14,7,13,8,12,99
AU15691,AUDI,A6,CARB,BER,11/2005,13,14,2005,2008,G,177,42140,H1,0,12,5,7,13,14,7,13,8,12,99
AU15692,AUDI,A6,CARB,BER,11/2005,13,14,2005,2008,G,177,42040,H1,0,12,5,7,13,14,7,13,8,12,99
AU15693,AUDI,A6,CARB,BER,11/2005,13,14,2005,2008,G,177,43040,H1,0,12,5,7,13,14,7,13,8,12,99
AU15694,AUDI,A6,CARB,BER,11/2005,13,14,2005,2008,H,177,48490,H1,0,12,5,7,13,14,7,13,8,12,99
AU15695,AUDI,A6,CARB,BRK,11/2005,13,14,2005,2008,G,177,40940,H1,0,11,4,9,12,14,7,13,8,12,99
AU15696,AUDI,A6,CARB,BRK,11/2005,13,14,2005,2008,H,177,44540,H1,0,11,4,9,12,14,7,13,8,12,99
AU15697,AUDI,A6,CARB,BRK,11/2005,13,14,2005,2008,H,177,44440,H1,0,11,4,9,12,14,7,13,8,12,99
AU15698,AUDI,A6,CARB,BRK,11/2005,13,14,2005,2008,H,177,45440,H1,0,11,4,9,12,14,7,13,8,12,99
AU15699,AUDI,A6,CARB,BRK,11/2005,13,14,2005,2008,J,177,50890,H1,0,11,4,9,12,15,7,13,8,12,99
AU15700,AUDI,A6,DIES,BER,11/2005,11,14,2005,2010,G,180,40050,H1,0,12,6,7,13,14,7,13,12,12,99
AU15701,AUDI,A6,DIES,BER,11/2005,15,14,2005,2010,G,233,42880,H1,0,7,6,11,13,14,8,13,12,12,99
AU15702,AUDI,A6,DIES,BER,11/2005,15,14,2005,2010,H,233,45080,H1,0,7,6,11,13,14,8,13,12,12,99
AU15703,AUDI,A6,DIES,BER,11/2005,11,14,2005,2010,H,180,43650,H1,0,12,6,7,13,14,7,13,12,12,99
AU15704,AUDI,A6,DIES,BER,11/2005,15,14,2005,2010,H,233,46480,H1,0,7,6,11,13,14,8,13,12,12,99
AU15705,AUDI,A6,DIES,BER,11/2005,15,14,2005,2010,H,233,48680,H1,0,7,6,11,13,14,8,13,12,12,99
AU15706,AUDI,A6,DIES,BER,11/2005,11,14,2005,2010,H,180,43550,H1,0,12,6,7,13,14,7,13,12,12,99
AU15707,AUDI,A6,DIES,BER,11/2005,15,14,2005,2010,H,233,46380,H1,0,7,6,11,13,14,8,13,12,12,99
AU15708,AUDI,A6,DIES,BER,11/2005,15,14,2005,2010,H,233,48580,H1,0,7,6,11,13,14,8,13,12,12,99
AU15709,AUDI,A6,DIES,BER,02/2005,11,14,2005,2010,H,180,44550,H1,0,12,6,7,13,14,7,13,12,12,99
AU15710,AUDI,A6,DIES,BER,11/2005,15,14,2005,2010,H,233,47380,H1,0,7,6,11,13,14,8,13,12,12,99
